# ACTS Test Suite Generation: Tue Mar 06 18:58:13 CST 2018
#  * represents don't care value 

# Degree of interaction coverage: 3
# Number of parameters: 276
# Maximum number of values per parameter: 2
# Number of configurations: 62
# ****************************************************
DISPLAY_CHARSET_HD44780_CYRILLIC,SDSUPPORT,DISPLAY_CHARSET_ISO10646_5,LCD_PROGRESS_BAR,MSG_INIT_SDCARD,MSG_ENDSTOP_ABORT,F_CPU==20000000,DISPLAY_CHARSET_ISO10646_1,MSG_VOLUMETRIC,MARLIN_H,MSG_HEATING_FAILED_LCD,MSG_A_TRAVEL,MSG_RESTORE_FAILSAFE,MSG_FILAMENTCHANGE,MSG_VZ_JERK,E1_IS_TMC,MSG_CONTROL_RETRACT_ZLIFT,Z_IS_L6470,MSG_PREHEAT_ABS_ALL,DIGIPOT_I2C,E3_IS_TMC,SDCARDDETECT>-1,MSG_PREHEAT_PLA_N,MBHEPHESTOS,ULTIPANEL,MSG_SD_REMOVED,MSG_MAIN,MSG_RESUMING,Z_IS_TMC,MSG_E2,MSG_E3,MSG_E4,Z2_IS_L6470,E1_IS_L6470,REPRAPWORLD_KEYPAD,X_IS_TMC,MSG_ERR_REDUNDANT_TEMP,MSG_CARD_MENU,MSG_XSTEPS,MSG_SD_INSERTED,PREVENT_DANGEROUS_EXTRUDE,MANUAL_BED_LEVELING,ENABLE_AUTO_BED_LEVELING,DELTA,X2_IS_L6470,CRITICAL_SECTION_START,MSG_F0,MSG_F1,MSG_STOPPED,MSG_F2,HAS_Y_ENABLE,MSG_F3,MSG_KILLED,MSG_PREHEAT_ABS_N,LANGUAGE_EN_H,MSG_NOZZLE,MSG_AMAX,analogInputToDigitalPin,MSG_RETRACT,MSG_MOVE_10MM,MBULTIMAIN_2,MSG_AUTOSTART,MSG_CONTROL_RETRACT_RECOVER_SWAP,MSG_ACC,MSG_BED,E3_IS_L6470,AUTOTEMP,HAS_X2_ENABLE,HAS_Y_MIN,MSG_REFRESH,MSG_PREHEAT_PLA_ALL,BUILD_VERSION,SPEED_LOOKUPTABLE_H,MSG_E,MSG_CONTROL_RETRACT_RECOVER,MSG_SPEED,MAPPER_D0D1_MOD,MSG_STORE_EPROM,HAS_E3_ENABLE,ABORT_ON_ENDSTOP_HIT_FEATURE_ENABLED,FWRETRACT,MSG_H2,MSG_H3,MSG_H4,Z_SAFE_HOMING,MSG_Y,MAPPER_C2C3,MSG_X,MSG_PREHEAT_ABS,MSG_H1,MSG_Z,MSG_MIN,MSG_VMAX,MSG_ZPROBE_ZOFFSET,MSG_AUTORETRACT,STEPPER_INDIRECTION_H,HAS_E0_ENABLE,MSG_FLOW,BARICUDA,ULTRA_LCD,MSG_RESUME_PRINT,CONFIG_STEPPERS_TOSHIBA,MOTOR_CURRENT_PWM_XY_PIN,DELTA_CALIBRATION_MENU,AUTO_BED_LEVELING_GRID,MSG_DWELL,CUSTOM_MACHINE_NAME,MBBRAINWAVE_PRO,MSG_NO_MOVE,MBWITBOX,WELCOME_MSG,MBK8200,PID_PARAMS_PER_EXTRUDER,PLANNER_H,MSG_ZPROBE_OUT,FILAMENT_SENSOR,TEMPERATURE_H,MACHINE_NAME,HAS_Z_ENABLE,MSG_DISABLE_STEPPERS,MSG_CONTROL_RETRACT_RECOVERF,DUAL_X_CARRIAGE,MSG_PREHEAT_ABS_SETTINGS,Y2_IS_TMC,MSG_FILAMENT_SIZE_EXTRUDER_0,MSG_FILAMENT_SIZE_EXTRUDER_1,MSG_FILAMENT_SIZE_EXTRUDER_2,MSG_FILAMENT_SIZE_EXTRUDER_3,MSG_MOVE_E,CARDREADER_H,MSG_VOLUMETRIC_ENABLED,FAN_SOFT_PWM,Y2_IS_L6470,Z_DUAL_ENDSTOPS,BTENABLED,MB5DPRINT,PROGRESS_MSG_EXPIRE>0,MSG_FAN_SPEED,Y_IS_TMC,HAVE_L6470DRIVER,HAS_X_MIN,MSG_COOLDOWN,MSG_ZSTEPS,MSG_PID_I,MSG_PID_D,MSG_PID_C,MSG_PID_P,MSG_PRINT_ABORTED,FIRMWARE_URL,SIMULATE_ROMFONT,MSG_CONTRAST,MSG_MOVE_Y,Y_IS_L6470,MSG_DELTA_CALIBRATE_CENTER,MSG_MOVE_X,X2_IS_TMC,MSG_MOVE_Z,MOTHERBOARD,MAPPER_E382E383,MSG_STOP_PRINT,MSG_ESTEPS,MBULTIMAKER_OLD,E2_IS_L6470,HAVE_TMCDRIVER,MBSAV_MKI,MSG_WATCH,Y_DUAL_STEPPER_DRIVERS,MSG_CNG_SDCARD,MSG_YSTEPS,MSG_PREHEAT_PLA,Z_DUAL_STEPPER_DRIVERS,MSG_CONTROL_RETRACT_SWAP,FILAMENT_LCD_DISPLAY,MSG_ERR_MINTEMP,ADVANCE,MSG_VTRAV_MIN,MSG_SET_ORIGIN,FILAMENT_RUNOUT_SENSOR,FAST_PWM_FAN,MBRUMBA,MSG_MOTION,LANGUAGE_H,CUSTOM_MENDEL_NAME,MSG_DELTA_CALIBRATE_X,SDCARDDETECTINVERTED,SHOW_TEMP_ADC_VALUES,E0_IS_L6470,MSG_DELTA_CALIBRATE_Z,MSG_DELTA_CALIBRATE_Y,LANGUAGE_INCLUDE,SCARA,MSG_POSITION_UNKNOWN,HAS_X_ENABLE,HAS_CONTROLLERFAN,MSG_ERR_MAXTEMP_BED,MSG_N2,MSG_N3,EXTRUDERS>1,MSG_N4,EXTRUDERS>3,EXTRUDERS>2,MSG_VXY_JERK,MSG_ON,MSG_A_RETRACT,HAS_Y_MAX,SdFile_h,E2_IS_TMC,HAS_E1_ENABLE,stepper_h,MSG_END_MINUTE,F_CPU==16000000,MESH_BED_LEVELING,BABYSTEPPING,EEPROM_SETTINGS,ARDUINO>=100,MSG_NO_CARD,MSG_BABYSTEP_X,MSG_SWITCH_PS_OFF,MSG_EXTRUDE,MSG_BABYSTEP_Z,MSG_OFF,MSG_BABYSTEP_Y,MSG_LOAD_EPROM,MSG_LEVEL_BED,DISPLAY_CHARSET_HD44780_WESTERN,HAS_E2_ENABLE,MSG_MAX,MAPPER_D0D1,MSG_END_HOUR,DOGLCD,Z2_IS_TMC,MSG_MOVE_01MM,MSG_MOVE_1MM,MAPPER_NON,MSG_AUTO_HOME,AT90USB,ULTRALCD_H,MACHINE_UUID,MBULTIMAKER,PIDTEMPBED,Z_PROBE_ENDSTOP,MSG_ERR_MAXTEMP,MSG_PAUSE_PRINT,MSG_FACTOR,MB3DRAG,NEWPANEL,MSG_MOVE_AXIS,MSG_DELTA_CALIBRATE,MANUAL_HOME_POSITIONS,DISPLAY_CHARSET_ISO10646_KANA,MSG_VMIN,MSG_PREHEAT_ABS_BEDONLY,MSG_THERMAL_RUNAWAY,MSG_CONTROL_RETRACTF,PIDTEMP,MSG_SWITCH_PS_ON,DISPLAY_CHARSET_HD44780_JAPAN,MSG_SET_HOME_OFFSETS,MSG_TEMPERATURE,CONFIGURATION_H,E0_IS_TMC,HAS_X_MAX,MSG_PREHEAT_PLA_SETTINGS,cbi,MSG_CONTROL_RETRACT,MSG_AUTOTEMP,MSG_VE_JERK,TEMP_SENSOR_1_AS_REDUNDANT,MSG_PREHEAT_PLA_BEDONLY,MSG_USERWAIT,X_IS_L6470,CUSTOM_M_CODES,MSG_CONTROL,sbi,MSG_PREPARE,MSG_TUNE
false,false,true,false,false,false,false,true,false,true,false,false,true,false,false,false,true,true,false,false,true,true,true,false,false,true,false,false,false,false,false,false,true,true,true,false,true,true,true,false,false,false,true,false,false,false,false,true,false,true,false,true,true,true,false,false,true,false,true,true,false,true,false,false,false,false,true,true,true,true,true,false,true,true,true,false,false,false,false,false,true,false,true,false,false,false,true,true,false,true,false,true,false,false,false,true,true,false,true,false,true,true,false,true,true,true,false,false,true,true,false,true,true,false,false,true,false,true,true,false,false,true,true,false,false,false,true,false,true,false,true,true,false,false,true,true,false,true,true,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,false,false,true,false,false,true,true,false,true,false,true,true,true,true,false,true,false,true,false,true,true,false,false,true,true,false,false,false,false,false,false,false,true,true,false,true,false,false,false,true,true,true,false,true,false,true,false,false,false,true,true,false,false,true,true,true,true,false,false,false,true,true,false,false,true,true,false,true,true,true,true,true,true,true,true,false,true,false,false,false,false,true,true,false,true,true,true,false,true,false,false,false,true,false,true,false,false,false,false,true,false,true,true,true,false,false,true,false,false,true,true,false,true,false,true,false,false,true,true,true,true,true
false,false,false,true,false,true,false,true,false,false,true,true,false,false,false,true,true,false,true,true,true,false,false,false,true,true,true,true,false,false,false,true,false,true,false,true,true,false,false,true,true,false,true,false,true,true,true,true,true,false,true,true,false,false,false,false,true,false,false,true,true,true,false,true,true,true,true,false,false,true,true,true,true,false,true,true,true,true,true,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,true,true,true,true,true,true,true,false,true,false,false,true,false,false,false,false,false,true,false,true,true,false,true,false,false,true,false,false,false,false,true,true,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,false,true,true,true,false,false,false,false,true,true,false,false,false,false,true,true,true,false,false,true,false,false,false,false,true,false,false,false,false,false,true,true,true,true,true,true,false,false,true,true,false,true,true,true,true,false,false,false,true,true,false,true,true,false,true,false,false,false,false,true,true,false,false,true,false,false,true,true,false,true,false,true,false,false,false,true,true,false,false,false,false,true,false,false,false,false,false,true,false,true,false,true,true,false,true,true,true,true,false,true,true,true,false,false,true,true,false,true,true,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,true,true,true,true,false,false,true,false,false
false,true,false,true,false,true,false,false,true,false,false,false,true,true,false,false,false,true,true,false,true,false,false,true,true,true,true,false,true,false,true,false,true,false,true,false,true,true,false,true,false,true,false,false,true,true,true,true,false,false,false,false,true,true,false,false,true,true,false,false,false,false,true,false,true,false,false,true,true,false,true,false,false,false,false,true,true,false,true,true,false,false,true,true,false,false,false,false,false,true,false,false,true,true,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true,true,false,false,false,false,true,false,true,true,true,true,true,true,true,false,false,false,true,false,false,true,true,false,true,true,false,true,true,false,true,true,false,true,false,true,true,false,false,false,false,true,false,true,true,false,true,false,true,true,false,true,true,false,false,false,true,true,true,false,false,false,false,true,false,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,false,false,true,true,false,false,false,true,true,false,false,false,true,false,false,true,true,true,false,true,true,true,false,false,true,true,true,false,true,false,true,true,true,true,false,false,true,true,true,false,false,false,true,false,false,true,false,false,true,true,false,false,true,true,false,false,true,false,true,false,false,true,false,true,true,false,true,true,false,false,false,true,false,true,true,true,false,true,true,false
true,false,true,true,true,false,true,true,true,true,true,true,false,false,true,false,true,true,true,true,true,true,true,false,false,false,true,false,true,true,true,true,false,true,false,true,true,true,true,false,false,false,true,true,true,false,true,false,true,true,false,false,true,true,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,false,true,false,false,false,false,true,false,true,true,false,true,false,true,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,false,true,false,true,false,true,true,false,false,true,false,false,false,true,false,true,true,false,false,false,true,true,false,false,true,true,true,false,false,true,false,false,true,false,true,false,true,false,true,true,false,false,false,false,true,false,false,false,false,false,false,true,true,false,true,false,true,false,false,false,true,true,true,true,false,true,true,false,false,false,true,false,false,true,true,false,true,false,false,false,false,false,true,true,true,true,true,false,true,true,true,true,false,true,true,false,true,true,true,true,true,false,true,true,false,false,true,true,true,true,false,false,false,false,true,true,false,true,false,false,true,false,false,false,true,false,false,false,true,true,false,true,false,false,false,false,false,false,false,false,true,true,true,false,true,false,true,false,true,false,false,true,true,true,true,false,true,false,true,false,false,true,true,true,false,true,true,false,true,true,false,true,false
true,true,true,true,true,true,true,true,false,true,true,false,false,false,true,false,true,false,true,false,false,true,false,true,false,false,false,true,true,false,false,true,false,false,false,false,false,false,true,true,true,true,true,true,false,true,false,false,true,false,false,true,true,false,true,false,true,false,false,true,true,true,true,false,true,false,false,true,false,false,true,false,true,true,true,true,true,false,false,false,true,false,false,false,true,true,false,true,true,true,false,true,false,false,false,false,false,false,true,true,true,false,true,true,false,true,true,true,true,true,false,true,false,false,false,true,false,true,false,true,false,false,true,false,true,true,true,true,false,false,false,false,true,true,false,false,true,false,true,false,true,true,false,false,false,true,true,false,false,true,false,false,false,true,false,false,false,false,false,true,false,true,true,true,true,true,false,true,true,true,true,false,false,false,true,true,true,true,true,false,false,true,true,false,false,false,false,true,false,false,true,false,false,false,true,false,false,true,true,false,true,false,false,false,false,false,true,true,false,false,false,true,true,true,true,true,false,true,false,true,false,false,true,true,true,false,false,false,false,true,true,true,true,true,false,true,true,true,false,true,true,true,true,false,false,false,false,true,false,false,false,true,true,true,true,true,true,true,false,false,false,true,false,true,false,true,true,true,true,false,true,true,false,false,true,true
false,false,true,false,true,false,false,false,false,false,false,true,true,false,false,false,true,false,false,true,false,false,false,false,true,true,true,false,true,false,false,false,false,false,false,false,false,true,false,false,true,true,true,false,false,false,true,false,true,false,true,true,false,true,true,true,false,true,true,false,false,true,false,false,true,false,true,true,false,true,false,false,true,false,false,false,false,true,true,false,true,true,true,true,false,false,false,false,false,false,false,true,true,true,true,false,true,true,true,true,true,true,true,false,true,false,false,false,false,true,true,true,false,true,true,true,true,false,true,false,false,true,false,true,false,false,true,true,false,true,true,true,false,true,true,false,false,true,false,false,false,true,false,false,true,false,false,false,true,true,false,true,true,false,false,true,false,false,true,false,false,false,false,false,true,false,false,true,true,true,false,true,true,false,false,false,true,true,false,true,false,false,true,true,false,false,false,false,true,true,false,true,true,false,false,false,true,false,false,false,true,true,true,true,true,true,true,false,false,false,false,true,false,true,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,true,false,false,false,true,false,false,false,true,false,false,false,false,true,true,false,false,true,false,true,true,true,true,true,true,false,false,true,false,false,false,true,false,false,false,true,false,true,false,false,false,true,true,false,false
false,false,false,false,true,true,false,false,true,true,false,true,false,true,true,true,true,true,false,true,false,false,true,true,false,false,false,true,false,false,false,true,false,false,true,false,true,false,false,true,true,false,false,false,true,false,true,true,false,true,false,true,false,false,false,true,false,true,false,true,false,true,true,true,false,true,false,false,false,false,false,true,false,true,true,false,false,false,false,false,true,false,false,false,true,false,true,false,false,true,false,true,true,true,true,true,false,false,false,false,false,true,false,true,true,true,false,false,false,true,false,true,true,true,false,false,false,true,false,true,true,false,false,true,true,true,true,false,false,false,true,false,false,true,false,true,true,false,true,true,false,false,true,true,false,true,true,true,false,false,true,true,true,true,true,false,false,true,true,true,true,false,true,true,false,true,false,false,false,false,false,false,true,false,true,true,true,false,false,false,true,true,true,true,false,true,false,true,true,false,false,false,true,true,true,false,false,false,true,false,false,true,false,false,true,true,true,true,false,false,true,false,false,false,true,false,true,false,true,true,false,true,false,false,true,false,false,true,true,true,true,false,false,true,true,true,false,false,false,false,false,true,true,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,true,false,false,false,false,false,false,false,false,false,false,true
true,true,true,false,false,true,false,true,false,false,true,false,true,true,true,true,false,false,false,false,false,false,false,false,true,true,true,false,false,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,true,false,true,true,false,false,true,true,true,false,false,true,false,true,true,true,true,true,false,true,true,true,false,false,true,false,false,true,false,true,true,true,true,false,true,false,true,false,true,true,false,false,false,true,false,false,false,true,false,true,true,true,false,false,true,false,false,false,true,false,false,true,false,false,false,false,true,true,false,true,true,false,false,true,false,true,true,true,false,false,true,false,true,false,true,true,true,false,false,false,false,true,false,true,false,false,true,true,false,false,false,false,true,false,true,false,true,false,false,true,false,false,false,true,false,true,false,true,false,true,false,false,false,true,true,false,false,true,true,false,false,false,true,false,false,false,true,true,false,true,false,true,true,false,true,false,false,false,false,false,true,true,false,true,true,false,false,true,false,false,true,true,true,false,true,false,false,false,false,true,true,true,true,true,false,false,true,false,true,true,true,false,true,true,true,false,true,false,true,true,true,false,false,true,true,false,false,true,true,true,true,true,false,false,true,false,true,true,false,false,true,true,true,true,false,false,false,true,true,true,true,true,true,false,false,true,true,true,false
true,false,false,true,false,false,false,true,false,true,true,true,false,true,false,true,true,false,true,false,true,true,true,true,true,false,false,true,false,true,false,true,true,false,true,true,true,true,true,false,true,true,false,false,true,false,false,false,false,false,true,true,true,false,false,false,false,false,false,true,false,false,false,true,true,true,false,false,true,true,true,false,true,true,false,true,false,true,true,false,true,true,true,true,true,false,false,false,true,false,true,true,true,false,false,false,true,false,false,false,false,true,true,false,true,true,true,true,false,true,true,false,true,false,true,false,true,false,true,false,false,true,true,true,true,false,false,false,true,true,true,true,true,true,false,false,true,true,true,false,true,false,true,false,false,false,true,true,false,true,true,true,true,true,true,false,true,false,true,false,false,false,true,false,false,false,true,true,false,true,true,false,false,true,false,false,false,false,true,false,true,true,true,false,false,true,false,true,false,true,true,true,false,false,false,true,true,false,true,true,false,false,false,true,false,true,true,true,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,true,false,false,true,true,false,false,true,true,false,false,true,false,false,true,false,false,true,true,true,true,true,true,false,true,true,false,false,true,false,true,false,false,false,false,true,true
false,false,false,true,true,false,true,false,true,false,true,false,true,false,false,false,true,false,false,true,true,false,false,true,false,true,false,true,true,false,false,true,false,false,false,false,false,true,false,false,true,false,true,true,true,false,true,false,true,false,false,true,true,false,true,true,true,false,true,false,false,false,false,false,true,false,true,false,true,true,false,true,false,false,false,true,false,true,false,true,false,false,false,false,false,true,false,true,true,false,true,false,false,false,true,false,false,true,false,true,false,true,true,true,false,false,true,false,true,false,true,true,true,false,true,true,false,true,true,true,true,false,false,false,false,false,false,true,true,true,true,true,false,false,false,true,true,false,true,false,true,false,false,true,false,true,false,true,false,true,true,false,false,false,false,true,true,true,true,true,true,true,false,true,true,false,false,false,false,false,true,true,true,false,false,false,false,false,true,false,false,true,false,true,false,false,true,true,false,false,false,false,true,false,true,true,false,true,false,true,true,false,true,true,false,true,false,false,true,false,false,false,true,true,true,true,false,true,false,false,false,true,true,false,false,true,false,true,true,false,true,false,false,false,true,false,true,true,false,true,true,true,false,false,false,true,false,true,true,true,false,true,false,true,false,true,false,false,true,false,false,false,true,false,true,true,false,false,false,true,true,true,true,true,false,true
true,false,true,false,false,true,false,true,true,true,false,true,false,true,false,true,true,false,true,false,true,true,true,true,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,false,true,true,false,true,false,false,true,true,false,true,false,false,false,false,true,false,true,false,false,true,false,false,false,true,false,true,true,false,false,false,true,true,true,true,false,true,false,false,false,false,true,false,false,true,true,true,false,true,true,false,false,true,true,false,true,true,false,true,true,true,false,true,true,false,true,false,true,true,false,true,false,true,false,false,false,false,false,false,true,true,false,false,true,true,false,false,false,true,false,false,true,true,true,false,false,false,true,true,false,true,true,false,true,true,false,true,false,false,true,false,true,false,true,true,false,true,true,false,false,true,false,true,false,false,false,true,false,true,true,true,false,true,false,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,true,false,false,false,true,false,true,true,true,false,false,true,true,true,true,true,false,false,false,true,true,true,true,false,true,true,true,true,false,false,true,true,false,true,false,false,true,false,false,true,false,true,true,false,true,true,false,false,true,true,true,false,false,false,true,true,false,false,true,false,true,true,false,true,true,false,true,true,true,true,false,true,false,false,true,true,true,false,false,true
true,true,true,true,false,true,true,false,true,true,false,false,false,false,false,true,true,true,false,true,true,true,false,false,false,true,false,false,false,true,true,true,true,true,false,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,false,true,false,false,false,false,false,false,false,true,true,true,false,true,false,true,false,true,false,true,true,false,false,true,false,true,false,false,true,true,true,true,true,true,true,false,false,true,true,false,false,false,false,false,false,true,false,true,true,true,true,true,true,false,false,false,true,true,true,false,true,false,false,false,false,true,false,false,true,true,false,true,true,false,true,true,false,true,true,true,false,true,true,false,true,false,true,false,false,true,false,true,false,true,true,true,true,true,true,false,false,true,false,true,true,false,false,false,true,true,false,true,true,false,true,false,false,true,false,true,false,true,false,true,false,true,false,false,true,false,true,true,false,false,true,true,false,true,false,true,true,true,true,false,true,false,true,false,true,false,true,false,false,false,true,true,false,false,false,false,false,true,false,true,true,true,true,true,true,false,false,true,false,true,true,false,false,false,false,false,true,true,true,false,false,false,false,true,false,false,false,true,true,false,false,true,true,false,true,true,false,true,true,false,true,false,false,false,true,false,false,true,false,false,false,false,false,false,false,true,true,false,true,true,false
false,true,true,false,true,true,true,true,false,false,true,true,false,true,true,true,false,true,false,false,false,true,true,false,true,false,true,false,false,true,true,false,true,true,false,false,false,true,true,true,true,false,false,true,true,true,true,false,false,false,false,false,true,true,false,true,false,true,true,false,false,false,false,false,false,true,false,false,false,true,true,false,false,true,false,false,true,false,true,true,false,false,true,true,true,true,true,true,false,true,false,true,false,true,false,false,false,true,false,false,false,false,false,false,true,false,true,true,false,false,true,true,false,true,true,false,false,false,true,true,false,false,false,false,false,false,true,false,true,false,true,true,false,true,true,true,false,true,true,false,true,true,false,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,false,false,false,false,false,false,true,true,false,false,false,true,true,false,true,false,false,false,true,true,false,true,true,true,false,true,false,true,false,true,false,true,true,false,true,false,false,false,false,true,true,true,true,true,false,true,false,true,false,false,false,true,true,false,false,false,false,true,false,true,false,true,true,false,true,true,true,false,true,false,false,true,true,true,true,false,false,false,false,false,true,true,true,false,true,false,true,true,false,true,false,false,true,true,true,false,true,true,false,false,true,false,true,true,false,true,false,false
false,false,false,true,true,true,false,true,false,true,true,true,false,true,false,false,false,false,false,true,true,false,true,false,true,true,true,true,true,true,true,false,false,true,false,false,true,false,false,true,false,false,false,true,true,true,true,false,true,false,false,false,true,true,true,false,false,true,false,true,false,true,false,true,true,true,true,false,false,false,true,true,false,true,true,true,true,false,false,false,true,true,true,true,true,true,false,true,true,true,true,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,true,true,false,false,false,false,false,true,false,false,false,false,false,false,true,false,true,true,false,true,false,true,true,false,false,false,false,false,true,false,false,true,false,true,false,false,false,true,false,false,false,true,true,true,true,false,false,false,true,false,true,true,false,true,true,true,true,false,true,true,true,true,false,true,true,false,true,true,true,true,false,true,false,true,false,false,false,true,false,true,true,false,false,false,true,true,true,false,true,false,true,false,false,true,true,true,true,true,true,false,false,false,true,true,true,true,false,false,false,true,false,false,false,true,true,true,true,true,true,true,true,false,true,false,true,true,true,false,true,false,true,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,true,true,true,true,true,false,true,false,false,true,true,true,true,true,true,false,false,true,false,true,false,false,true,true
false,true,false,false,false,true,true,false,true,false,false,false,true,true,false,true,false,true,false,false,true,false,false,true,false,false,false,false,true,false,true,true,true,true,true,false,true,true,true,false,false,true,false,true,false,false,false,false,true,true,false,true,false,false,true,true,false,false,true,true,true,false,false,true,false,true,true,true,false,false,true,true,true,true,true,false,true,false,false,false,true,false,false,true,true,false,false,false,true,true,true,true,false,true,true,true,false,false,true,false,false,false,false,true,false,false,true,true,true,true,false,false,true,false,true,false,false,true,false,false,true,false,true,true,true,false,true,true,false,true,false,false,true,true,true,true,false,false,false,false,false,false,true,true,true,true,true,false,false,false,true,true,false,false,true,true,false,false,false,false,true,true,false,true,true,false,true,true,false,true,false,false,true,false,false,true,true,true,false,true,true,false,false,false,false,true,false,false,false,true,true,true,true,true,true,true,true,true,false,false,false,false,false,false,true,false,true,false,true,false,false,true,true,true,true,true,true,false,false,false,false,true,true,false,true,true,false,true,false,false,false,false,true,true,false,true,false,false,false,false,false,false,false,true,false,false,true,false,true,true,true,false,false,true,false,true,true,false,false,true,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,false
false,false,false,true,false,true,true,true,false,false,true,true,false,true,false,true,true,true,true,false,false,true,false,true,false,true,false,false,true,true,false,true,false,true,false,false,true,false,false,true,true,false,false,true,false,false,true,true,true,true,false,false,true,false,false,false,true,true,true,false,false,false,false,true,true,true,true,false,true,true,false,true,true,false,true,true,true,true,true,true,false,true,true,true,false,true,false,true,true,false,true,true,true,false,false,false,false,false,true,false,false,true,true,true,false,true,false,false,false,true,false,false,true,true,false,true,true,false,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,false,true,false,true,true,true,true,true,false,false,false,false,true,true,true,true,false,false,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false,true,true,true,true,true,true,true,true,true,false,false,true,false,false,true,true,false,false,true,true,true,true,true,true,true,false,false,false,true,true,true,true,false,true,true,true,true,false,false,false,false,false,true,true,false,false,true,false,true,false,false,false,true,false,true,false,true,false,true,true,true,true,true,false,false,true,true,true,false,true,false,true,true,false,false,true,true,false,false,false,true,true,false,true,false,false,false,true,true,true,true,false,false,false,false,false,true,false,true,false,false,false
