# ACTS Test Suite Generation: Tue Mar 06 18:59:51 CST 2018
#  * represents don't care value 

# Degree of interaction coverage: 3
# Number of parameters: 308
# Maximum number of values per parameter: 2
# Number of configurations: 63
# ****************************************************
DISPLAY_CHARSET_HD44780_CYRILLIC,SDSUPPORT,DISPLAY_CHARSET_ISO10646_5,Pins_Arduino_h,LCD_PROGRESS_BAR,MSG_INIT_SDCARD,NUM_SERVOS>0,MSG_ENDSTOP_ABORT,DISPLAY_CHARSET_ISO10646_1,MSG_VOLUMETRIC,MARLIN_H,MSG_HEATING_FAILED_LCD,MSG_A_TRAVEL,MSG_RESTORE_FAILSAFE,MSG_FILAMENTCHANGE,LCD_USE_I2C_BUZZER,MSG_VZ_JERK,E1_IS_TMC,MSG_CONTROL_RETRACT_ZLIFT,Z_PROBE_SLED,Z_IS_L6470,MSG_PREHEAT_ABS_ALL,DIGIPOT_I2C,X_ENABLE_PIN>-1,E3_IS_TMC,SDCARDDETECT>-1,MSG_PREHEAT_PLA_N,MBHEPHESTOS,BEEPER>0,ULTIPANEL,MSG_SD_REMOVED,MSG_MAIN,MSG_RESUMING,Z_IS_TMC,MSG_E2,MIN,MSG_E3,MSG_E4,Z2_IS_L6470,Z_PROBE_REPEATABILITY_TEST,E1_IS_L6470,REPRAPWORLD_KEYPAD,X_IS_TMC,MSG_ERR_REDUNDANT_TEMP,MSG_CARD_MENU,MSG_XSTEPS,MSG_SD_INSERTED,PREVENT_DANGEROUS_EXTRUDE,DELTA,ENABLE_AUTO_BED_LEVELING,X2_IS_L6470,CRITICAL_SECTION_START,MSG_F0,MSG_F1,MSG_STOPPED,MSG_F2,MSG_F3,TEMP_STAT_LEDS,MSG_KILLED,MSG_PREHEAT_ABS_N,LANGUAGE_EN_H,MSG_NOZZLE,MSG_AMAX,BLINKM,analogInputToDigitalPin,MSG_RETRACT,MSG_MOVE_10MM,TEMP_BED_PIN>-1,HEATER_2_PIN>-1,MBULTIMAIN_2,MSG_AUTOSTART,MSG_CONTROL_RETRACT_RECOVER_SWAP,MSG_ACC,MSG_BED,E3_IS_L6470,AUTOTEMP,MSG_REFRESH,FAN_PIN,MSG_PREHEAT_PLA_ALL,MSG_E,MSG_CONTROL_RETRACT_RECOVER,Y_ENABLE_PIN>-1,MSG_SPEED,MAPPER_D0D1_MOD,MSG_STORE_EPROM,ABORT_ON_ENDSTOP_HIT_FEATURE_ENABLED,FWRETRACT,MSG_H2,MSG_H3,MSG_H4,Z_SAFE_HOMING,Z_ENABLE_PIN,MSG_Y,MAPPER_C2C3,MSG_X,MSG_PREHEAT_ABS,MSG_H1,MSG_Z,Sprinter/grbl,MSG_MIN,MSG_VMAX,MSG_ZPROBE_ZOFFSET,CUSTOM_M_CODE_SET_Z_PROBE_OFFSET,MSG_AUTORETRACT,STEPPER_INDIRECTION_H,MSG_FLOW,BARICUDA,ULTRA_LCD,Not,MSG_RESUME_PRINT,ULTRALCD,DELTA_CALIBRATION_MENU,HAS_DIGIPOTSS,AUTO_BED_LEVELING_GRID,MSG_DWELL,EXT_SOLENOID,X_ENABLE_PIN,MSG_NO_MOVE,Z_PROBE_ALLEN_KEY,for,MBWITBOX,WELCOME_MSG,MBK8200,PID_PARAMS_PER_EXTRUDER,PLANNER_H,MSG_ZPROBE_OUT,FILAMENT_SENSOR,not,MSG_DISABLE_STEPPERS,gen6,MSG_CONTROL_RETRACT_RECOVERF,DUAL_X_CARRIAGE,MSG_PREHEAT_ABS_SETTINGS,Y2_IS_TMC,MSG_FILAMENT_SIZE_EXTRUDER_0,MSG_FILAMENT_SIZE_EXTRUDER_1,MSG_FILAMENT_SIZE_EXTRUDER_2,MSG_FILAMENT_SIZE_EXTRUDER_3,MSG_MOVE_E,Z_ENABLE_PIN>-1,CARDREADER_H,MSG_VOLUMETRIC_ENABLED,HEATER_2_PIN,FAN_SOFT_PWM,Y2_IS_L6470,Z_DUAL_ENDSTOPS,BTENABLED,MB5DPRINT,PROGRESS_MSG_EXPIRE>0,MSG_FAN_SPEED,Y_IS_TMC,HAVE_L6470DRIVER,PHOTOGRAPH_PIN,MSG_COOLDOWN,MSG_ZSTEPS,MSG_PID_I,MSG_PID_D,E0_ENABLE_PIN>-1,MSG_PID_C,MSG_PID_P,MSG_PRINT_ABORTED,SIMULATE_ROMFONT,MSG_CONTRAST,PHOTOGRAPH_PIN>-1,MSG_MOVE_Y,Y_IS_L6470,MSG_DELTA_CALIBRATE_CENTER,MSG_MOVE_X,X2_IS_TMC,MSG_MOVE_Z,MOTHERBOARD,MAPPER_E382E383,E2_ENABLE_PIN,MSG_STOP_PRINT,MSG_ESTEPS,MBULTIMAKER_OLD,E2_IS_L6470,HAVE_TMCDRIVER,MBSAV_MKI,MSG_WATCH,Y_DUAL_STEPPER_DRIVERS,Y_ENABLE_PIN,MSG_CNG_SDCARD,MSG_YSTEPS,HEATER_1_PIN>-1,MSG_PREHEAT_PLA,Z_DUAL_STEPPER_DRIVERS,MSG_CONTROL_RETRACT_SWAP,FILAMENT_LCD_DISPLAY,MSG_ERR_MINTEMP,ADVANCE,MSG_VTRAV_MIN,MSG_SET_ORIGIN,FILAMENT_RUNOUT_SENSOR,FAST_PWM_FAN,MBRUMBA,MSG_MOTION,LANGUAGE_H,CUSTOM_MENDEL_NAME,MSG_DELTA_CALIBRATE_X,SDCARDDETECTINVERTED,E1_ENABLE_PIN,SHOW_TEMP_ADC_VALUES,E0_IS_L6470,temperature_h,MSG_DELTA_CALIBRATE_Z,MSG_DELTA_CALIBRATE_Y,LANGUAGE_INCLUDE,SCARA,MSG_POSITION_UNKNOWN,MSG_ERR_MAXTEMP_BED,MSG_N2,SLED_DOCKING_OFFSET,MSG_N3,EXTRUDERS>1,MSG_N4,EXTRUDERS>3,EXTRUDERS>2,E3_ENABLE_PIN,MSG_VXY_JERK,MSG_ON,HEATER_1_PIN,MSG_A_RETRACT,SdFile_h,E2_IS_TMC,stepper_h,MSG_END_MINUTE,MESH_BED_LEVELING,CONTROLLERFAN_PIN,BABYSTEPPING,EEPROM_SETTINGS,ARDUINO>=100,MSG_NO_CARD,MSG_BABYSTEP_X,CONFIGURATIONSTORE_H,MSG_SWITCH_PS_OFF,MSG_EXTRUDE,MSG_BABYSTEP_Z,MSG_OFF,MSG_BABYSTEP_Y,MSG_LOAD_EPROM,used,MSG_LEVEL_BED,DISPLAY_CHARSET_HD44780_WESTERN,MSG_MAX,HAS_POWER_SWITCH,MAPPER_D0D1,USE_WATCHDOG,MSG_END_HOUR,DOGLCD,Z2_IS_TMC,MSG_MOVE_01MM,MSG_MOVE_1MM,MAPPER_NON,MSG_AUTO_HOME,AT90USB,SERVO_ENDSTOPS,ULTRALCD_H,MACHINE_UUID,MBULTIMAKER,CONTROLLERFAN_PIN>-1,WATCHDOG_H,PIDTEMPBED,CHDK,FAN_PIN>-1,DISABLE_M503,E1_ENABLE_PIN>-1,E0_ENABLE_PIN,MSG_ERR_MAXTEMP,MSG_PAUSE_PRINT,MSG_FACTOR,MB3DRAG,LARGE_FLASH,NEWPANEL,MSG_MOVE_AXIS,motion_control_h,MSG_DELTA_CALIBRATE,MANUAL_HOME_POSITIONS,DISPLAY_CHARSET_ISO10646_KANA,MSG_VMIN,TEMP_BED_PIN,MSG_PREHEAT_ABS_BEDONLY,MSG_THERMAL_RUNAWAY,MSG_CONTROL_RETRACTF,PIDTEMP,MSG_SWITCH_PS_ON,DISPLAY_CHARSET_HD44780_JAPAN,MSG_SET_HOME_OFFSETS,MSG_TEMPERATURE,FILAMENTCHANGEENABLE,E2_ENABLE_PIN>-1,CONFIGURATION_H,E0_IS_TMC,MSG_PREHEAT_PLA_SETTINGS,cbi,MSG_CONTROL_RETRACT,MSG_AUTOTEMP,MSG_VE_JERK,TEMP_SENSOR_1_AS_REDUNDANT,MSG_PREHEAT_PLA_BEDONLY,MSG_USERWAIT,X_IS_L6470,CUSTOM_M_CODES,MSG_CONTROL,sbi,MSG_PREPARE,E3_ENABLE_PIN>-1,MSG_TUNE
true,true,false,false,true,false,true,false,true,false,true,false,false,false,false,false,true,false,false,true,true,true,false,true,true,false,true,false,true,false,false,true,false,true,true,false,false,true,false,false,false,false,false,true,false,true,false,true,true,false,true,false,false,true,false,false,true,true,true,true,true,false,false,false,true,true,false,true,true,false,true,false,true,true,true,true,false,true,true,true,false,false,true,false,true,false,false,false,true,true,false,true,false,true,false,true,true,true,false,false,false,true,true,true,true,true,false,true,true,false,true,false,false,false,false,false,false,false,true,true,false,true,false,false,false,false,true,true,false,true,true,false,true,true,true,false,false,false,true,false,true,true,false,true,false,false,true,true,false,false,false,false,true,true,false,true,false,false,false,true,true,true,false,true,false,false,true,false,false,false,false,true,false,false,true,false,false,true,true,false,true,true,false,false,false,true,true,false,true,true,true,true,false,false,true,true,true,true,true,false,false,true,false,false,false,false,false,false,false,true,false,true,false,false,false,true,true,false,true,true,true,false,false,false,false,true,true,true,false,false,false,true,true,true,false,false,false,false,true,false,false,false,true,true,false,true,false,false,true,true,true,true,true,true,true,false,false,false,true,false,false,true,true,false,true,false,true,false,false,true,false,false,false,false,false,false,true,false,false,false,true,true,true,true,true,true,false,true,true,true,false,true,true,false,true,true,true,false,false,true,false,false,true,false,false,true,false,false
true,true,true,true,false,false,true,false,false,false,false,false,true,true,false,false,false,false,true,false,false,true,false,true,true,false,false,true,true,true,true,false,true,false,true,true,true,false,false,true,true,false,false,true,false,true,true,true,false,true,true,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,true,false,false,false,false,false,true,true,false,false,true,false,true,false,true,true,true,true,true,true,true,false,true,false,true,true,false,false,true,false,false,false,false,true,true,true,true,false,true,true,false,true,false,true,false,true,true,true,false,true,true,false,false,false,false,true,true,false,false,false,false,false,true,false,true,true,false,true,true,false,true,true,false,true,false,false,false,true,true,false,true,false,false,true,false,false,true,false,true,true,true,true,false,true,false,false,true,false,true,true,true,false,true,true,true,false,false,false,true,true,false,true,false,true,false,false,false,true,false,false,false,false,true,false,false,true,false,true,false,false,false,true,true,false,true,true,true,false,false,true,false,false,true,false,false,false,true,false,true,true,true,false,false,false,true,false,false,true,true,true,true,false,true,true,true,true,true,false,false,true,true,true,true,false,false,true,false,false,false,true,true,true,true,true,false,true,false,true,true,true,false,false,true,false,true,false,false,false,false,false,false,true,true,true,true,false,true,false,true,true,true,true,false,false,true,false,true,true,false,true,false,true,false,false,true,true,true,true,true,false,true,true,false,true,true,false,true
false,false,false,false,true,true,true,false,false,true,false,true,true,true,true,true,false,true,false,false,false,false,true,true,true,true,false,true,true,true,true,false,false,true,true,false,false,false,true,true,false,true,false,false,true,true,false,false,true,true,false,false,false,false,true,true,false,true,true,true,false,false,false,true,false,false,false,true,true,false,false,true,true,false,true,false,true,false,false,true,true,true,true,true,true,false,false,true,false,true,true,false,true,true,true,false,false,true,true,true,false,true,true,true,false,false,false,true,false,true,true,false,true,true,false,true,false,false,false,true,true,true,false,false,false,true,false,false,true,true,true,false,true,false,false,true,false,false,false,true,false,false,false,true,false,true,true,true,true,true,true,false,false,true,false,true,true,false,false,true,true,true,false,true,true,false,false,false,true,false,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,false,false,false,false,true,true,false,false,false,false,true,true,true,true,true,false,false,true,false,false,false,true,false,false,true,true,true,true,true,false,true,true,false,true,false,false,false,true,false,false,true,false,false,true,false,true,false,false,false,true,false,false,true,false,true,true,false,true,true,true,true,false,false,true,false,false,false,true,true,false,false,false,false,true,true,false,true,false,false,true,false,false,true,false,false,false,false,false,false,true,true,false,false,true,false,false,true,false,true,false,true,false,false,false,true,true,false,false,true,false,false,true,true,false,true,true,true,true,false,true,false,true,true
false,false,true,false,true,false,false,true,true,false,true,true,false,true,true,true,false,false,false,true,true,false,true,false,false,true,false,true,false,true,true,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,true,true,true,true,true,true,false,true,true,false,false,true,true,true,true,true,true,true,false,false,true,false,false,true,false,false,false,true,false,true,true,false,true,false,false,false,false,true,false,true,true,false,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,true,true,true,false,true,true,false,false,true,false,false,true,true,true,false,false,true,true,false,true,false,false,false,true,false,false,false,false,false,false,false,true,false,false,true,true,true,false,false,true,true,true,false,true,false,false,false,false,false,true,true,true,false,false,false,false,true,true,false,false,false,true,true,true,true,false,true,false,false,true,true,true,true,true,false,false,false,false,false,true,false,true,false,true,false,true,false,true,true,true,true,true,true,false,false,true,false,false,true,false,true,true,true,false,true,false,false,false,true,true,true,false,true,true,true,false,true,true,true,false,true,false,false,false,true,false,true,true,true,false,false,false,false,true,true,true,false,true,true,true,false,false,false,true,true,false,false,false,false,false,true,true,false,true,true,false,false,true,true,true,true,false,false,false,true,false,false,true,true,false,true,true,true,true,false,false,false,false,false,true,true,true,true,false,false,true,true,true,false,false,false,true,false,true,false,true
false,false,true,false,false,false,false,true,false,true,false,false,true,false,false,false,true,true,false,false,true,true,true,false,false,true,false,false,false,false,false,false,true,true,true,false,true,true,true,false,false,false,true,false,false,false,false,true,false,true,false,true,true,true,false,false,true,false,true,true,false,true,false,false,false,false,true,true,true,true,true,false,true,true,true,false,false,false,false,false,true,false,true,false,false,false,true,true,false,true,false,true,false,false,false,true,true,false,true,false,true,true,false,true,true,true,false,false,true,true,false,true,true,false,false,true,false,true,true,false,false,true,true,false,false,false,true,false,true,false,true,true,false,false,true,true,false,true,true,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,false,false,true,false,false,true,true,false,true,false,true,true,true,true,false,true,false,true,false,true,true,false,false,true,true,false,false,false,false,false,false,false,true,true,false,true,false,false,false,true,true,true,false,true,false,true,false,false,false,true,true,false,false,true,true,true,true,false,false,false,true,true,false,false,true,true,false,true,true,true,true,true,true,true,true,false,true,false,false,false,false,true,true,false,true,true,true,false,true,false,false,false,true,false,true,false,false,false,false,true,false,true,true,true,false,false,true,false,false,true,true,false,true,false,true,false,false,true,true,true,true,true,false,true,false,false,false,false,true,false,false,false,true,true,false,false,false,false,false,true,true,true,false,false,true,false,true,true,false,true,false,true,true,true
false,false,false,true,false,true,false,true,false,false,true,true,false,false,false,true,true,false,true,true,true,false,false,false,true,true,true,true,false,false,false,true,false,true,false,true,true,false,false,true,true,false,true,false,true,true,true,true,true,false,true,true,false,false,false,false,true,false,false,true,true,true,false,true,true,true,true,false,false,true,true,true,true,false,true,true,true,true,true,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,true,true,true,true,true,true,true,false,true,false,false,true,false,false,false,false,false,true,false,true,true,false,true,false,false,true,false,false,false,false,true,true,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,false,true,true,true,false,false,false,false,true,true,false,false,false,false,true,true,true,false,false,true,false,false,false,false,true,false,false,false,false,false,true,true,true,true,true,true,false,false,true,true,false,true,true,true,true,false,false,false,true,true,false,true,true,false,true,false,false,false,false,true,true,false,false,true,false,false,true,true,false,true,false,true,false,false,false,true,true,false,false,false,false,true,false,false,false,false,false,true,false,true,false,true,true,false,true,true,true,true,false,true,true,true,false,false,true,true,false,true,true,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,true,true,true,true,false,false,true,false,false,true,false,true,false,false,false,true,true,true,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,false,false,false,true,false,false,false
false,true,false,true,false,true,false,false,true,false,false,false,true,true,false,false,false,true,true,false,true,false,false,true,true,true,true,false,true,false,true,false,true,false,true,false,true,true,false,true,false,true,false,false,true,true,true,true,false,false,false,false,true,true,false,false,true,true,false,false,false,false,true,false,true,false,false,true,true,false,true,false,false,false,false,true,true,false,true,true,false,false,true,true,false,false,false,false,false,true,false,false,true,true,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true,true,false,false,false,false,true,false,true,true,true,true,true,true,true,false,false,false,true,false,false,true,true,false,true,true,false,true,true,false,true,true,false,true,false,true,true,false,false,false,false,true,false,true,true,false,true,false,true,true,false,true,true,false,false,false,true,true,true,false,false,false,false,true,false,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,false,false,true,true,false,false,false,true,true,false,false,false,true,false,false,true,true,true,false,true,true,true,false,false,true,true,true,false,true,false,true,true,true,true,false,false,true,true,true,false,false,false,true,false,false,true,false,false,true,true,false,false,true,true,false,false,true,false,true,false,false,true,false,true,true,false,true,true,false,false,false,true,false,true,true,true,false,true,true,false,false,true,false,true,false,true,false,false,true,true,true,false,true,false,true,true,false,false,false,false,true,false,false,true,true,true,false,true,false,false,true,true
true,false,true,true,true,false,true,true,true,true,true,true,false,false,true,false,true,true,true,true,true,true,true,false,false,false,true,false,true,true,true,true,false,true,false,true,true,true,true,false,false,false,true,true,true,false,true,false,true,true,false,false,true,true,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,false,true,false,false,false,false,true,false,true,true,false,true,false,true,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,false,true,false,true,false,true,true,false,false,true,false,false,false,true,false,true,true,false,false,false,true,true,false,false,true,true,true,false,false,true,false,false,true,false,true,false,true,false,true,true,false,false,false,false,true,false,false,false,false,false,false,true,true,false,true,false,true,false,false,false,true,true,true,true,false,true,true,false,false,false,true,false,false,true,true,false,true,false,false,false,false,false,true,true,true,true,true,false,true,true,true,true,false,true,true,false,true,true,true,true,true,false,true,true,false,false,true,true,true,true,false,false,false,false,true,true,false,true,false,false,true,false,false,false,true,false,false,false,true,true,false,true,false,false,false,false,false,false,false,false,true,true,true,false,true,false,true,false,true,false,false,true,true,true,true,false,true,false,true,false,false,true,true,true,false,true,true,false,true,true,false,true,false,true,true,false,true,false,true,false,false,true,true,false,true,false,true,false,false,false,true,true,false,false,false,false,false,true,false,false,false,true,false,false,false
true,true,true,true,true,true,true,true,false,true,true,false,false,false,true,false,true,false,true,false,false,true,false,true,false,false,false,true,true,false,false,true,false,false,false,false,false,false,true,true,true,true,true,true,false,true,false,false,true,false,false,true,true,false,true,false,true,false,false,true,true,true,true,false,true,false,false,true,false,false,true,false,true,true,true,true,true,false,false,false,true,false,false,false,true,true,false,true,true,true,false,true,false,false,false,false,false,false,true,true,true,false,true,true,false,true,true,true,true,true,false,true,false,false,false,true,false,true,false,true,false,false,true,false,true,true,true,true,false,false,false,false,true,true,false,false,true,false,true,false,true,true,false,false,false,true,true,false,false,true,false,false,false,true,false,false,false,false,false,true,false,true,true,true,true,true,false,true,true,true,true,false,false,false,true,true,true,true,true,false,false,true,true,false,false,false,false,true,false,false,true,false,false,false,true,false,false,true,true,false,true,false,false,false,false,false,true,true,false,false,false,true,true,true,true,true,false,true,false,true,false,false,true,true,true,false,false,false,false,true,true,true,true,true,false,true,true,true,false,true,true,true,true,false,false,false,false,true,false,false,false,true,true,true,true,true,true,true,false,false,false,true,false,true,false,true,true,true,true,false,true,true,false,false,true,true,false,false,true,true,true,true,false,true,false,false,true,false,true,true,false,true,true,true,true,false,false,true,false,true,true,false,true,false,false,false,true,false
false,false,true,false,true,false,false,false,false,false,false,true,true,false,false,false,true,false,false,true,false,false,false,false,true,true,true,false,true,false,false,false,false,false,false,false,false,true,false,false,true,true,true,false,false,false,true,false,true,false,true,true,false,true,true,true,false,true,true,false,false,true,false,false,true,false,true,true,false,true,false,false,true,false,false,false,false,true,true,false,true,true,true,true,false,false,false,false,false,false,false,true,true,true,true,false,true,true,true,true,true,true,true,false,true,false,false,false,false,true,true,true,false,true,true,true,true,false,true,false,false,true,false,true,false,false,true,true,false,true,true,true,false,true,true,false,false,true,false,false,false,true,false,false,true,false,false,false,true,true,false,true,true,false,false,true,false,false,true,false,false,false,false,false,true,false,false,true,true,true,false,true,true,false,false,false,true,true,false,true,false,false,true,true,false,false,false,false,true,true,false,true,true,false,false,false,true,false,false,false,true,true,true,true,true,true,true,false,false,false,false,true,false,true,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,true,false,false,false,true,false,false,false,true,false,false,false,false,true,true,false,false,true,false,true,true,true,true,true,true,false,false,true,false,false,false,true,false,false,false,true,false,true,false,false,false,true,true,false,false,true,true,true,true,true,false,false,false,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,false,false,true,true,true,true,true,false,false
false,false,false,false,true,true,false,false,true,true,false,true,true,true,true,true,true,true,false,true,false,false,true,true,false,false,false,true,false,false,false,false,false,false,true,false,true,false,false,true,true,false,false,false,true,false,true,true,false,true,false,true,false,false,false,true,true,false,false,true,true,true,true,true,false,true,false,false,false,false,false,true,false,true,true,false,false,false,false,false,true,false,false,false,true,false,true,false,false,true,false,false,true,true,true,true,false,false,false,false,false,true,false,true,true,true,false,false,false,true,false,true,true,true,false,false,false,true,false,true,true,false,false,true,true,true,true,false,true,false,true,false,false,true,false,false,true,false,true,true,false,false,true,true,false,true,true,true,false,false,true,true,true,true,true,false,false,true,true,true,true,false,true,true,false,true,false,false,false,false,false,false,true,false,true,true,true,false,false,false,true,true,true,true,false,true,false,true,true,false,false,false,true,true,true,false,false,false,true,false,false,true,false,false,true,true,true,true,false,false,true,false,false,false,true,false,true,false,true,true,false,true,false,false,true,false,false,true,true,true,true,false,false,true,true,true,false,false,false,false,false,true,true,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,true,false,false,false,false,false,false,false,false,false,false,true,true,true,true,false,true,true,true,true,false,true,false,true,false,true,false,true,true,false,false,true,false,false,true,false,true,false,false,false,true,true,true,false
true,true,false,false,false,true,false,true,false,false,true,false,true,true,true,true,false,false,false,false,false,false,false,false,true,true,true,false,false,true,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,true,false,true,true,false,false,true,true,true,false,false,true,true,true,false,true,true,true,false,true,true,true,false,false,true,false,false,true,false,true,true,true,true,false,true,false,true,false,true,true,false,false,false,true,false,false,false,true,false,true,true,true,false,false,true,false,false,false,true,false,false,true,false,false,false,false,true,true,false,true,true,false,false,true,false,true,true,true,false,false,true,false,true,false,true,true,false,false,false,false,false,true,false,true,false,false,true,true,false,false,false,false,true,false,true,false,true,false,false,true,false,false,false,true,false,true,false,true,false,true,false,false,false,true,true,false,false,true,true,false,false,false,true,false,false,false,true,true,false,true,false,true,true,false,true,false,false,false,false,false,true,true,false,true,true,false,false,true,false,false,true,true,true,false,true,false,false,false,false,true,true,true,true,true,false,false,true,false,true,true,true,false,true,true,true,false,true,false,true,true,true,false,false,true,true,false,false,true,true,true,true,true,false,false,true,false,true,true,false,false,true,true,true,true,false,false,false,true,true,true,true,true,true,false,false,true,true,true,false,true,false,true,true,false,false,false,true,false,false,true,false,false,true,true,false,false,true,false,false,false,true,false,false,true,true,false,false,true,false,false,true
true,false,false,true,false,false,false,false,false,true,true,true,false,true,false,true,true,false,true,false,true,true,true,true,true,false,false,true,false,true,false,true,true,false,true,true,true,true,true,false,true,true,false,false,true,false,false,false,false,false,true,true,true,false,false,false,false,false,false,true,false,false,false,true,true,true,false,false,true,true,true,false,true,true,false,true,false,true,true,false,true,true,true,true,true,false,false,false,true,false,false,true,true,false,false,false,true,true,false,false,false,true,true,false,true,true,true,true,false,true,true,false,true,false,true,false,true,false,false,false,false,true,true,true,true,false,false,false,true,true,false,true,false,true,false,false,true,true,true,false,true,false,true,false,false,false,true,true,false,true,true,true,true,false,true,false,true,false,true,false,false,false,true,false,false,false,true,true,true,true,true,false,false,true,false,false,false,false,true,false,true,true,true,false,false,true,false,true,false,true,true,true,false,false,false,true,true,false,true,true,false,false,false,true,false,true,true,true,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,true,false,false,true,true,false,false,true,true,false,false,true,false,false,true,false,false,true,true,true,true,true,true,false,true,true,false,false,true,false,true,false,false,false,false,true,true,false,true,false,false,false,true,true,false,true,false,true,true,true,false,true,false,true,false,false,true,true,true,true,false,false,false,true,true,false,false,false,false
false,false,false,true,true,true,true,false,true,true,true,true,true,false,false,false,true,false,true,true,true,true,false,true,false,true,false,true,true,false,false,true,false,false,false,false,false,true,false,false,true,true,true,true,false,false,true,false,true,false,false,true,true,false,true,true,true,false,true,false,true,false,true,false,true,false,true,false,false,true,false,true,false,false,false,true,false,true,false,true,false,false,false,false,true,true,false,false,true,false,false,false,false,false,true,true,false,true,false,true,false,true,true,true,false,false,true,true,true,false,true,true,false,false,true,true,false,true,true,false,true,false,false,false,false,false,false,true,true,true,true,true,false,false,false,true,true,false,true,false,true,false,false,false,false,true,false,true,false,true,true,true,false,false,false,true,true,false,true,true,true,true,false,true,true,false,false,true,false,false,true,true,false,true,false,false,false,true,true,false,true,true,true,true,false,false,true,true,false,false,false,false,true,false,true,true,false,true,false,true,true,false,true,true,false,true,false,false,true,false,false,false,true,true,true,true,false,true,false,false,false,true,true,false,false,true,false,true,true,false,true,false,false,false,true,false,true,true,false,true,true,true,false,false,true,true,false,true,true,true,false,true,false,true,false,true,false,false,true,false,false,false,true,false,true,true,false,false,false,true,true,true,true,true,false,true,false,false,false,false,true,true,true,false,false,true,false,false,false,false,false,false,false,false,true,false,true,false,true,true,false,true,true,true,true,true,true,false
false,false,true,false,false,false,false,false,false,false,true,false,false,true,false,true,true,false,true,false,true,false,true,true,false,false,false,false,false,false,false,false,true,true,true,true,false,false,true,true,true,false,true,true,false,true,false,false,true,true,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,false,false,true,true,true,true,false,true,false,false,false,false,false,false,true,true,true,true,false,true,true,false,false,true,true,false,true,true,false,true,true,true,false,false,true,false,true,false,true,true,false,true,false,true,false,false,false,false,false,false,true,true,false,false,true,true,false,false,false,true,false,false,true,true,true,false,false,true,true,true,false,true,true,false,true,false,false,false,false,false,true,false,true,true,true,true,false,true,false,false,false,true,false,true,false,true,false,true,false,true,true,true,false,true,true,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,true,false,false,false,false,false,true,true,true,false,false,true,true,true,true,true,false,false,false,true,true,true,true,false,true,true,true,true,false,false,true,true,false,true,false,false,true,false,false,true,false,true,true,false,true,true,false,false,true,true,true,false,false,false,true,true,false,false,true,false,true,true,false,true,true,false,true,true,true,true,false,true,false,false,true,true,true,false,false,true,true,false,true,true,true,false,true,false,false,false,true,true,true,false,true,true,true,true,false,false,true,false,false,true,false,true,true,true,false,false,false,true
true,true,true,true,false,true,true,true,true,true,false,true,false,false,false,true,true,true,false,false,true,true,false,false,false,true,false,true,false,true,false,false,true,true,true,false,true,false,true,false,false,true,true,false,false,true,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,true,false,false,true,true,false,false,false,true,true,false,false,true,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,false,true,false,true,true,true,true,false,true,true,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true,true,false,true,true,false,true,true,true,false,true,true,false,true,false,true,false,false,true,true,true,false,true,true,false,true,true,true,false,false,true,false,true,true,false,true,false,true,true,false,true,true,false,true,true,false,true,true,true,false,true,false,true,false,false,false,false,true,true,true,true,false,false,false,true,false,true,false,false,true,true,true,false,true,false,false,false,true,false,true,false,false,false,false,true,false,false,false,true,false,true,false,true,true,true,true,true,true,false,false,true,false,true,true,false,false,false,true,false,true,true,true,false,false,false,false,true,false,false,false,true,true,false,false,true,true,false,true,true,false,true,true,false,true,false,false,false,true,false,false,true,false,false,false,false,false,false,false,true,true,false,true,true,false,true,true,true,false,false,false,true,true,true,false,true,true,false,false,false,false,false,false,false,true,true,false,false,true,false,true,true,true,false,false,true,true
