# ACTS Test Suite Generation: Mon Feb 19 01:14:35 CST 2018
#  * represents don't care value 

# Degree of interaction coverage: 4
# Number of parameters: 100
# Maximum number of values per parameter: 2
# Number of configurations: 131
# ****************************************************
CONFIG_PM_BFIN_SLEEP_DEEPER,CONFIG_EPOLL,CONFIG_SCHED_AUTOGROUP,CONFIG_NO_HZ_COMMON,CONFIG_COMPAT,CONFIG_PREEMPT_RCU,CONFIG_NO_HZ_FULL,CONFIG_BFIN_L2_ICACHEABLE,CONFIG_PREEMPT_NOTIFIERS,CONFIG_SUSPEND,CONFIG_DEBUG_ATOMIC_SLEEP,CONFIG_NUMA_BALANCING,CONFIG_INOTIFY_USER,CONFIG_BFIN_COREB,CONFIG_BLOCK,CONFIG_HAS_IOPORT,CONFIG_BSD_PROCESS_ACCT,CONFIG_PROVE_RCU,CONFIG_MEMCG,CONFIG_SCHEDSTATS,CONFIG_SMP,CONFIG_PM_AUTOSLEEP,CONFIG_SLAB,CONFIG_TASK_XACCT,CONFIG_DEBUG_MUTEXES,CONFIG_LATENCYTOP,CONFIG_BCACHE,CONFIG_BFIN_EXTMEM_WRITEBACK,CONFIG_KMEMCHECK,CONFIG_AUDITSYSCALL,CONFIG_BFIN_L2_WRITETHROUGH,CONFIG_MM_OWNER,CONFIG_PM_BFIN_WAKE_GP,CONFIG_RT_MUTEXES,CONFIG_UPROBES,CONFIG_NUMA,CONFIG_CGROUPS,CONFIG_TRACING,CONFIG_PREEMPT_COUNT,CONFIG_AUDIT,CONFIG_BFIN_EXTMEM_WRITETHROUGH,CONFIG_TASK_DELAY_ACCT,CONFIG_RT_GROUP_SCHED,CONFIG_ARCH_SAVE_PAGE_KEYS,CONFIG_CC_STACKPROTECTOR,CONFIG_CGROUP_SCHED,CONFIG_LOCKDEP,CONFIG_HARDIRQS_SW_RESEND,CONFIG_ZONE_DMA,CONFIG_CPUMASK_OFFSTACK,CONFIG_BCACHE_MODULE,CONFIG_DEBUG_STACK_USAGE,CONFIG_CPU_FREQ,CONFIG_PM_BFIN_WAKE_PH6,CONFIG_PM_SLEEP,CONFIG_DEBUG_SLAB,CONFIG_HIBERNATION,CONFIG_PROC_FS,CONFIG_SLUB,CONFIG_VT_CONSOLE_SLEEP,CONFIG_LOCKUP_DETECTOR,CONFIG_GPIO_ADI,CONFIG_BFIN_PM_WAKEUP_TIME_BENCH,CONFIG_DEBUG_OBJECTS,CONFIG_STACK_GROWSUP,CONFIG_FAULT_INJECTION,CONFIG_VIRT_CPU_ACCOUNTING_NATIVE,CONFIG_PCI,CONFIG_HAVE_UNSTABLE_SCHED_CLOCK,CONFIG_MMU,CONFIG_TRACE_IRQFLAGS,CONFIG_POSIX_MQUEUE,CONFIG_PM_SLEEP_DEBUG,CONFIG_TASKSTATS,CONFIG_SYSVIPC,CONFIG_KEYS,CONFIG_FUTEX,CONFIG_CORE_DUMP_DEFAULT_ELF_HEADERS,CONFIG_ALPHA_GENERIC,CONFIG_HOTPLUG_CPU,CONFIG_FANOTIFY,CONFIG_RCU_BOOST,CONFIG_IRQ_TIME_ACCOUNTING,CONFIG_PREEMPT,CONFIG_BFIN_L2_WRITEBACK,CONFIG_FUNCTION_GRAPH_TRACER,CONFIG_BLK_DEV_IO_TRACE,CONFIG_CPUSETS,CONFIG_SLOB,CONFIG_COMPAT_BRK,CONFIG_PERF_EVENTS,CONFIG_BF60x,CONFIG_VIRT_CPU_ACCOUNTING_GEN,CONFIG_GENERIC_PENDING_IRQ,CONFIG_FAILSLAB,CONFIG_SCHED_DEBUG,CONFIG_FAIR_GROUP_SCHED,CONFIG_DETECT_HUNG_TASK,CONFIG_TREE_PREEMPT_RCU,CONFIG_VT
false,true,true,false,false,true,true,true,true,false,false,false,true,true,true,false,true,false,false,true,true,false,false,false,true,false,true,false,true,false,true,false,false,true,false,true,true,false,true,false,false,true,false,false,true,true,true,true,false,false,true,false,true,false,false,true,false,false,true,false,false,false,false,false,false,true,false,true,true,true,false,false,false,false,false,true,false,false,false,true,true,true,true,false,false,false,true,false,true,false,false,true,true,true,true,true,false,false,true,false
true,false,false,true,false,false,false,true,true,true,false,true,false,true,false,false,false,true,false,false,true,true,false,true,false,true,false,true,false,false,true,false,false,true,true,true,false,false,true,true,true,true,true,true,false,true,false,true,false,false,false,true,false,false,true,true,false,false,true,true,true,true,true,false,true,false,true,true,false,true,false,false,true,false,true,false,false,true,true,true,true,true,false,false,true,true,false,true,true,false,true,false,true,false,true,true,true,true,false,true
true,true,true,false,true,true,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,true,true,false,false,false,true,true,false,true,false,true,true,false,false,true,true,false,true,true,true,false,false,true,true,true,true,false,false,true,false,true,true,false,true,false,true,true,false,false,false,false,false,false,true,false,true,false,false,true,true,false,true,true,false,true,false,true,true,false,true
false,false,false,true,true,false,true,true,true,false,false,true,true,true,true,true,false,true,true,false,false,false,true,true,true,true,false,true,true,false,true,true,false,false,true,false,true,false,false,false,true,false,true,true,true,true,true,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true,true,true,false,true,true,false,false,false,true,true,false,true,true,false,false,true,false,true,true,true,false,true,false,true,true,true,false,false,false,false,false,true,false,false,true,true,false,true
false,false,true,true,false,false,false,true,true,false,true,false,false,true,false,false,false,false,false,true,true,true,true,false,false,false,false,true,false,false,true,false,false,true,false,true,true,true,false,false,true,false,true,false,true,true,true,false,true,true,true,false,true,true,true,false,true,true,false,true,false,true,false,false,true,false,true,false,true,true,false,false,true,false,false,false,true,false,true,false,true,false,true,true,false,true,true,false,false,false,false,false,true,true,false,false,false,true,true,true
true,false,false,false,false,true,false,true,false,true,true,true,true,false,false,false,true,false,true,true,true,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,false,true,true,false,true,true,false,true,true,false,true,true,false,true,false,false,true,true,true,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,true,true,true,true,false,true,false,true,true,false,false,true,false,false,true,true,false,true,true
false,false,false,false,false,true,true,false,false,true,true,true,true,true,true,true,true,false,true,true,false,true,true,false,true,true,true,false,true,true,false,true,true,true,true,true,true,false,true,false,false,true,false,false,false,false,false,false,true,false,true,true,true,false,false,true,false,true,false,false,false,false,true,true,true,false,false,false,true,false,false,false,false,true,true,true,false,false,false,false,false,false,true,false,false,false,false,true,true,true,true,true,true,true,false,true,true,false,true,true
true,false,false,false,true,true,true,true,true,false,true,false,false,true,false,true,false,false,false,true,false,false,false,true,true,true,true,true,true,true,false,false,true,false,true,true,false,true,false,true,false,true,true,true,true,true,false,true,false,true,false,true,true,true,true,true,true,true,true,false,false,false,true,false,false,true,false,true,false,true,false,false,true,false,true,false,false,false,true,false,false,false,true,false,false,true,false,false,false,false,true,true,false,true,false,false,false,true,false,false
false,true,false,false,true,false,false,true,false,false,true,false,true,true,false,true,false,false,true,false,false,false,true,true,true,false,false,false,false,true,false,false,false,true,true,true,false,true,true,true,false,false,false,false,true,true,true,false,false,true,true,false,false,true,false,false,true,false,true,true,true,false,false,false,false,true,true,false,false,true,true,true,true,true,false,false,false,true,true,true,true,false,true,true,true,false,true,false,true,false,false,false,false,false,false,true,true,false,true,false
false,true,true,true,true,false,true,true,false,true,false,false,false,false,false,true,true,false,false,true,true,false,true,true,false,false,true,false,true,false,false,true,true,false,false,true,false,false,false,true,false,false,false,true,false,true,false,true,true,false,true,false,false,false,true,true,false,false,false,true,false,false,true,false,true,false,true,false,true,false,true,true,false,false,true,false,true,true,false,false,true,true,false,false,true,true,true,false,false,false,true,false,false,true,false,false,false,true,true,false
true,true,true,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,true,false,false,false,false,true,false,false,true,true,true,true,true,false,true,false,true,true,true,false,true,true,false,true,true,false,false,false,false,true,true,true,true,true,false,true,false,true,true,true,false,false,false,true,true,true,true,true,false,false,false,true,false,false,true,false,true,false,false,false,true,false,false,true,true,true,false,true,false,false,true,true,false,false,true,false,false,false,false,false,false,true
true,false,true,true,true,true,false,false,true,true,false,false,true,false,true,true,false,false,false,true,false,true,false,false,false,false,true,true,true,false,true,false,true,true,true,false,true,false,false,true,true,true,false,false,true,true,false,true,false,true,true,false,true,true,false,false,false,false,false,true,true,true,false,false,false,false,false,true,false,true,false,true,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,true,true,true,true,true,true,true
true,true,true,false,true,true,false,false,true,false,false,true,false,false,false,true,false,false,false,false,true,true,true,false,false,true,false,true,true,false,false,true,true,false,false,false,false,false,true,true,true,true,false,true,false,false,true,true,true,false,true,false,false,false,false,false,false,true,false,true,true,false,false,false,true,true,true,false,false,true,false,true,false,false,true,true,false,false,false,true,false,false,true,true,true,true,true,true,true,false,false,true,true,false,false,false,false,true,false,false
true,false,true,true,true,false,true,false,false,false,true,true,false,true,true,false,false,true,false,false,true,true,true,true,false,true,true,false,false,true,false,true,true,true,true,false,true,false,true,true,true,true,true,false,true,false,true,false,true,false,false,false,false,false,true,false,true,true,true,false,true,false,false,true,true,false,false,true,false,false,false,false,false,false,true,true,true,true,false,false,true,true,false,true,true,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false
false,false,false,false,true,true,false,true,true,true,true,false,true,false,true,true,false,true,false,false,false,false,true,false,false,true,false,false,true,true,false,true,false,false,true,false,false,true,false,false,false,true,true,true,false,false,false,true,false,false,true,true,true,true,true,false,false,false,true,false,false,false,false,false,true,true,false,true,false,true,true,false,false,true,false,true,true,true,true,false,true,false,false,false,true,true,false,true,false,false,false,false,true,false,true,true,false,false,false,false
false,false,false,false,true,false,true,false,true,true,false,false,false,false,false,false,true,true,false,true,false,true,true,true,true,false,false,true,false,false,true,true,false,false,false,false,true,true,false,false,false,false,true,false,true,true,true,true,false,true,false,true,true,true,false,true,true,false,true,true,false,false,true,true,false,false,true,true,true,false,false,true,false,false,false,true,false,true,false,true,false,true,true,true,false,false,true,true,false,true,true,true,true,false,true,true,true,true,false,true
true,true,false,false,false,false,false,false,true,true,true,false,false,true,false,true,true,false,false,true,true,false,false,false,false,true,false,false,true,false,false,false,true,false,true,true,true,true,true,false,false,false,true,false,false,true,false,false,false,false,false,true,true,false,false,true,true,false,true,true,false,true,true,false,true,true,true,true,false,true,false,false,false,true,true,true,false,true,false,false,true,false,false,true,true,true,true,false,true,false,false,true,false,true,true,true,true,true,true,true
false,false,false,true,false,false,true,false,false,true,false,true,false,true,false,true,false,true,false,true,true,true,false,true,false,true,false,true,true,true,true,true,false,false,false,false,true,false,true,true,false,true,false,true,true,false,true,true,false,true,true,true,true,false,true,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,true,false,true,false,true,false,false,true,false,false,false,false,false,false,true,true,false,true,false,false,true,true,true,false,false,true,true,false,true,false
true,false,true,true,false,true,false,false,false,true,true,true,true,true,false,false,true,true,false,false,false,true,false,false,true,false,true,false,true,true,false,false,true,false,true,false,false,true,false,true,false,true,true,false,true,false,true,true,false,true,true,true,true,true,true,true,true,false,true,false,true,true,true,false,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,false,false,false,true,false,false,true,true,false,true,false,false,true,true,false,false,true,true,true,false
false,false,false,true,false,true,true,false,true,true,false,true,true,false,false,false,true,false,true,true,true,true,false,true,true,false,false,false,false,false,true,false,true,true,false,true,true,true,true,true,true,true,false,false,true,true,false,false,false,false,false,true,true,true,false,true,false,true,false,false,false,true,true,true,false,false,true,false,true,false,true,true,true,true,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,true,true,true,true,true,true,false,true,false,false,false
